,Strain_ID,name,value,Spot,MediaTime,Lawn,Media,Fe,Time,Dataset
824,Paenibacillus_E12,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
149,Paenibacillus_E12,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
374,Paenibacillus_E12,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
590,Paenibacillus_E12,Ensifer_sp,0,Ensifer_sp,"1/2 TSA + Fe, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
815,Paenibacillus_E12,Ensifer_sp,0,Ensifer_sp,"1/2 TSA + Fe, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
140,Paenibacillus_E12,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
365,Paenibacillus_E12,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
593,Paenibacillus_E12,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
818,Paenibacillus_E12,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
143,Paenibacillus_E12,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
368,Paenibacillus_E12,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
587,Paenibacillus_E12,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
812,Paenibacillus_E12,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
137,Paenibacillus_E12,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
362,Paenibacillus_E12,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
591,Paenibacillus_E12,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
816,Paenibacillus_E12,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
141,Paenibacillus_E12,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
366,Paenibacillus_E12,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
597,Paenibacillus_E12,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
822,Paenibacillus_E12,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
147,Paenibacillus_E12,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
372,Paenibacillus_E12,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
595,Paenibacillus_E12,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA + Fe, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
820,Paenibacillus_E12,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA + Fe, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
145,Paenibacillus_E12,Paenibacillus_E12,0,Paenibacillus_E12,"1/2 TSA, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
370,Paenibacillus_E12,Paenibacillus_E12,0,Paenibacillus_E12,"1/2 TSA, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
586,Paenibacillus_E12,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
811,Paenibacillus_E12,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
136,Paenibacillus_E12,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
361,Paenibacillus_E12,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
592,Paenibacillus_E12,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA + Fe, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
817,Paenibacillus_E12,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA + Fe, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
142,Paenibacillus_E12,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
367,Paenibacillus_E12,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
598,Paenibacillus_E12,Streptomyces_RCH20P,-3,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
823,Paenibacillus_E12,Streptomyces_RCH20P,-4,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
148,Paenibacillus_E12,Streptomyces_RCH20P,-5,Streptomyces_RCH20P,"1/2 TSA, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
373,Paenibacillus_E12,Streptomyces_RCH20P,-6,Streptomyces_RCH20P,"1/2 TSA, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
588,Paenibacillus_E12,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA + Fe, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
813,Paenibacillus_E12,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA + Fe, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
138,Paenibacillus_E12,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
363,Paenibacillus_E12,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
459,Pseudomonas_putida_KT2442,Bacillus_SCH24,0,Bacillus_SCH24,"1/2 TSA + Fe, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
684,Pseudomonas_putida_KT2442,Bacillus_SCH24,0,Bacillus_SCH24,"1/2 TSA + Fe, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
9,Pseudomonas_putida_KT2442,Bacillus_SCH24,0,Bacillus_SCH24,"1/2 TSA, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
234,Pseudomonas_putida_KT2442,Bacillus_SCH24,0,Bacillus_SCH24,"1/2 TSA, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
454,Pseudomonas_putida_KT2442,Burkholderia_RCH25,0,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
679,Pseudomonas_putida_KT2442,Burkholderia_RCH25,0,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
4,Pseudomonas_putida_KT2442,Burkholderia_RCH25,-2,Burkholderia_RCH25,"1/2 TSA, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
229,Pseudomonas_putida_KT2442,Burkholderia_RCH25,-2,Burkholderia_RCH25,"1/2 TSA, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
461,Pseudomonas_putida_KT2442,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
686,Pseudomonas_putida_KT2442,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
11,Pseudomonas_putida_KT2442,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
236,Pseudomonas_putida_KT2442,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
465,Pseudomonas_putida_KT2442,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
690,Pseudomonas_putida_KT2442,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
15,Pseudomonas_putida_KT2442,Chryseobacterium_SCH11,1,Chryseobacterium_SCH11,"1/2 TSA, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
240,Pseudomonas_putida_KT2442,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
464,Pseudomonas_putida_KT2442,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
689,Pseudomonas_putida_KT2442,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
14,Pseudomonas_putida_KT2442,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
239,Pseudomonas_putida_KT2442,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
455,Pseudomonas_putida_KT2442,Ensifer_sp,0,Ensifer_sp,"1/2 TSA + Fe, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
680,Pseudomonas_putida_KT2442,Ensifer_sp,0,Ensifer_sp,"1/2 TSA + Fe, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
5,Pseudomonas_putida_KT2442,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
230,Pseudomonas_putida_KT2442,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
458,Pseudomonas_putida_KT2442,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
683,Pseudomonas_putida_KT2442,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
8,Pseudomonas_putida_KT2442,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
233,Pseudomonas_putida_KT2442,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
452,Pseudomonas_putida_KT2442,Luteibacter_BM7,1,Luteibacter_BM7,"1/2 TSA + Fe, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
677,Pseudomonas_putida_KT2442,Luteibacter_BM7,1,Luteibacter_BM7,"1/2 TSA + Fe, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
2,Pseudomonas_putida_KT2442,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
227,Pseudomonas_putida_KT2442,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
456,Pseudomonas_putida_KT2442,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
681,Pseudomonas_putida_KT2442,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
6,Pseudomonas_putida_KT2442,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
231,Pseudomonas_putida_KT2442,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
462,Pseudomonas_putida_KT2442,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
687,Pseudomonas_putida_KT2442,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
12,Pseudomonas_putida_KT2442,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
237,Pseudomonas_putida_KT2442,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
460,Pseudomonas_putida_KT2442,Paenibacillus_E12,0,Paenibacillus_E12,"1/2 TSA + Fe, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
685,Pseudomonas_putida_KT2442,Paenibacillus_E12,0,Paenibacillus_E12,"1/2 TSA + Fe, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
10,Pseudomonas_putida_KT2442,Paenibacillus_E12,0,Paenibacillus_E12,"1/2 TSA, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
235,Pseudomonas_putida_KT2442,Paenibacillus_E12,0,Paenibacillus_E12,"1/2 TSA, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
451,Pseudomonas_putida_KT2442,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
676,Pseudomonas_putida_KT2442,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
1,Pseudomonas_putida_KT2442,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
226,Pseudomonas_putida_KT2442,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
457,Pseudomonas_putida_KT2442,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA + Fe, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
682,Pseudomonas_putida_KT2442,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA + Fe, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
7,Pseudomonas_putida_KT2442,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
232,Pseudomonas_putida_KT2442,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
463,Pseudomonas_putida_KT2442,Streptomyces_RCH20P,NA,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
688,Pseudomonas_putida_KT2442,Streptomyces_RCH20P,NA,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
13,Pseudomonas_putida_KT2442,Streptomyces_RCH20P,1,Streptomyces_RCH20P,"1/2 TSA, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
238,Pseudomonas_putida_KT2442,Streptomyces_RCH20P,1,Streptomyces_RCH20P,"1/2 TSA, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
453,Pseudomonas_putida_KT2442,Variovax_RPC5,-1,Variovax_RPC5,"1/2 TSA + Fe, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
678,Pseudomonas_putida_KT2442,Variovax_RPC5,-1,Variovax_RPC5,"1/2 TSA + Fe, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
3,Pseudomonas_putida_KT2442,Variovax_RPC5,-1,Variovax_RPC5,"1/2 TSA, 48h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,48h,Hannah
228,Pseudomonas_putida_KT2442,Variovax_RPC5,-1,Variovax_RPC5,"1/2 TSA, 96h",Pseudomonas_putida_KT2442,1/2 TSA,#NAME?,96h,Hannah
549,Sphingobium_Z2,Bacillus_SCH24,-5,Bacillus_SCH24,"1/2 TSA + Fe, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
774,Sphingobium_Z2,Bacillus_SCH24,-6,Bacillus_SCH24,"1/2 TSA + Fe, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
99,Sphingobium_Z2,Bacillus_SCH24,0,Bacillus_SCH24,"1/2 TSA, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
324,Sphingobium_Z2,Bacillus_SCH24,0,Bacillus_SCH24,"1/2 TSA, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
544,Sphingobium_Z2,Burkholderia_RCH25,-2,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
769,Sphingobium_Z2,Burkholderia_RCH25,-2,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
94,Sphingobium_Z2,Burkholderia_RCH25,-4,Burkholderia_RCH25,"1/2 TSA, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
319,Sphingobium_Z2,Burkholderia_RCH25,-4,Burkholderia_RCH25,"1/2 TSA, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
551,Sphingobium_Z2,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
776,Sphingobium_Z2,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
101,Sphingobium_Z2,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
326,Sphingobium_Z2,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
555,Sphingobium_Z2,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
780,Sphingobium_Z2,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
105,Sphingobium_Z2,Chryseobacterium_SCH11,1,Chryseobacterium_SCH11,"1/2 TSA, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
330,Sphingobium_Z2,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
554,Sphingobium_Z2,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
779,Sphingobium_Z2,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
104,Sphingobium_Z2,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
329,Sphingobium_Z2,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
545,Sphingobium_Z2,Ensifer_sp,-2,Ensifer_sp,"1/2 TSA + Fe, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
770,Sphingobium_Z2,Ensifer_sp,-2,Ensifer_sp,"1/2 TSA + Fe, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
95,Sphingobium_Z2,Ensifer_sp,-1,Ensifer_sp,"1/2 TSA, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
320,Sphingobium_Z2,Ensifer_sp,-1,Ensifer_sp,"1/2 TSA, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
548,Sphingobium_Z2,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
773,Sphingobium_Z2,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
98,Sphingobium_Z2,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
323,Sphingobium_Z2,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
542,Sphingobium_Z2,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
767,Sphingobium_Z2,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
92,Sphingobium_Z2,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
317,Sphingobium_Z2,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
546,Sphingobium_Z2,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
771,Sphingobium_Z2,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
96,Sphingobium_Z2,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
321,Sphingobium_Z2,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
552,Sphingobium_Z2,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
777,Sphingobium_Z2,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
102,Sphingobium_Z2,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
327,Sphingobium_Z2,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
550,Sphingobium_Z2,Paenibacillus_E12,-2,Paenibacillus_E12,"1/2 TSA + Fe, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
775,Sphingobium_Z2,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA + Fe, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
100,Sphingobium_Z2,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
325,Sphingobium_Z2,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
541,Sphingobium_Z2,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
766,Sphingobium_Z2,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
91,Sphingobium_Z2,Pseudomonas_putida_KT2442,-4,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
316,Sphingobium_Z2,Pseudomonas_putida_KT2442,-4,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",Sphingobium_Z2,1/2 TSA,#NAME?,96h,Hannah
547,Sphingobium_Z2,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA + Fe, 48h",Sphingobium_Z2,1/2 TSA,#NAME?,48h,Hannah
